objectid,parentid,original_spreadsheet,filename,title,creator,description,date,date is approximate,subject,latitude,longitude,source,donor,identifier,rights,rightsstatement,format original,youtubeid,type,format,object_template,object_download,image_small,image_thumb
twrs806,,,b3-Fish-008.pdf,Big Creek Section Taylor Ranch Area 7516,Akenson; Holubetz; Pehosky,Population counts Big Creek field report,1986-08-28,Y,Big Creek; Taylor Ranch; Fish,45.104541,-114.857753,,,b3-Fish-008,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-008.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-008_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-008_th.jpg
twrs807,,,b3-Fish-009.pdf,"Federal Aid in Fish Restoration Job Completion Report, Project F-73-R-6 Subproject II: River and Stream Investigations Study VI: Middle Fork Salmon River Fisheries Investigations",Russ Thurow,Evaluation of wild steelhead trout (salmo gairdneri) was evaluated in 14 tributaries to the Middle Fork Salmon River from 1981 to 1983. Emphasis was directed at collecting biological data to assist future management of the drainage. ,1985-01,,russ thurow; fishery research; salmon river; middle fork system; steelhead; salmo gairdneri; brush creek; marble creek; monumental creek; sheep creek; sulphur creek; wilson creek; yellowjacket creek; salmonids,,,,,b3-Fish-009,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-009.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-009_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-009_th.jpg
twrs808,,,b3-Fish-010.pdf,Big Creek Section Taylor Ranch Area 7516 m,Terry Holubetz; Charlie Pedrosky; Jim Akenson,Population counts Big Creek field report,1985-07-24,Y,big creek; steelhead; rainbow trout; salmo gairdneri; rush creek,45.104745,-114.860744,,,b3-Fish-010,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-010.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-010_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-010_th.jpg
twrs809,,,b3-Fish-011.pdf,Fish Species at Rush Hole,Terry Holubetz; Charlie Pedrosky,Fish species count at undisclosed hole on Rush Creek,1986-08,,rush creek; rainbow trout; cutthroat trout; white fish; big creek,45.104745,-114.860744,,,b3-Fish-011,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-011.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-011_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-011_th.jpg
twrs810,,,b3-Fish-012.pdf,Rush Creek Trout Count ,Bruce Rich,Population counts Rush Creek field report,1991-09-19,Y,rush creek; rainbow trout; cutthroat trout; big creek; bruce rich,45.104745,-114.860744,,,b3-Fish-012,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-012.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-012_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-012_th.jpg
twrs811,,,b3-Fish-013.pdf,Biological Assessment for the Potential Effects of Managing the Payette National Forest in the Middle Fork Salmon River NW Tributaries (Big Creek) on Snake River Spring Chinook Salmon and Snake River Summer Steelhead Trout,Mary Faurot; David C. Burns,"Biological Assessment (BA) determining the effects of repairing the Cabin Creek Airstrip and rehabilitating Cow Creek on Snake River spring chinook salmon, Oncorhyncus tshawytscha, its critical habitat, and Snake River steelhead trout, Oncorhyncus mykiss. ",1997-07-03,Y,salmon river; middle fork system; cabin creek; snake river; big creek; payette national forest; steelhead trout; chinook salmon; airstrip ,45.14357,-114.928994,,,b3-Fish-013,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-013.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-013_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-013_th.jpg
twrs812,,,b3-Fish-014.pdf,Decision Notice and Finding of No Significant Impact for Cabin Creek Airstrip Repair,"USDA Forest Service, Payette National Forest Krassel Ranger District, Valley County, Idaho",This document contains a decision regarding action designed to repair the Cabin Creek airstrip and restore Cow Creek to a more natural function. ,1997-06-16,Y,cow creek; cabin creek; payette national forest; cabin creek airstrip; krassel ranger district,45.14357,-114.928994,,,b3-Fish-014,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text ,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-014.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-014_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-014_th.jpg
twrs813,,,b3-Fish-015.pdf,Environmental Assessment Repair of Cabin Creek Airstrip,"USDA Forest Service, Payette National Forest, Krassel Ranger District, Valley County, Idaho",Environmental assessment of impact of Cabin Creek Airstrip,1997-04,,cow creek; cabin creek; payette national forest; cabin creek airstrip; krassel ranger district,45.14357,-114.928994,,,b3-Fish-015,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-015.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-015_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-015_th.jpg
twrs814,,,b3-Fish-016.pdf,Letter from Mary Faurot to Holly and Jim Akenson,Mary Faurot,Letter written to Jim and Holly Akenson from Mary Faurot,1998-07-22,Y,jim akenson; holly akenson; cabin creek airstrip; big creek,,,,,b3-Fish-016,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-016.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-016_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-016_th.jpg
twrs815,,,b3-Fish-017.pdf,Flathead River Project Impact Form,,Impact form of Flathead River Project,,,big creek; flathead river ,,,,,b3-Fish-017,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-017.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-017_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-017_th.jpg
twrs816,,,b3-Fish-018.pdf,Locations and Methods report for Big Creek and Marble Creek drainages,,Monitoring locations for the Big Creek and Marble Creek drainages within the Frank Church River of No Return Wilderness Area. ,1981-1991,,big creek; marble creek; chamberlin creek; mccalla creek; game creek; beal cabin; salmon river; porphyry creek; ,,,,,b3-Fish-018,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-018.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-018_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-018_th.jpg
twrs817,,,b3-Fish-019.pdf,Memorandum: 1996 MFSR Chinook Salmon redd counts summary,Russ Thurow,Summary of the surveys we completed in 1996 as part of the chinook salmon spatial habitat analysis project. ,1996-10-09,Y,chinook; salmon; big creek; mainstream mfsr; bear valley; big creek; indian creek; loon creek; marble creek; marsh creek; pistol creek; rapid river; sheep creek; sulphur creek; wilson creek; payette national forest; dave burns; russ thurow,,,,,b3-Fish-019,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-019.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-019_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-019_th.jpg
twrs818,,,b3-Fish-020.pdf,Memorandum: 1997 Middle Fork Salmoon River Chinook Salmon redd count summary,Russ Thurow,Summary of redds counted and live fish observed during the chinook salmon spatial habitat analysis project. ,1998-06-15,Y,chinook; salmon; big creek; mainstream mfsr; bear valley; big creek; indian creek; loon creek; marble creek; marsh creek; pistol creek; rapid river; sheep creek; sulphur creek; wilson creek; payette national forest; dave burns; russ thurow,,,,,b3-Fish-020,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-020.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-020_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-020_th.jpg
twrs819,,,b3-Fish-021.pdf,"Thank you letter to DeVlieg Foundation concerning Matthew Lyon's research titled ""Lotic Variations in Wildfire Recovery: An Assessment of Fish Productivity, Species Interaction Strengths, and Biodiversity in Streams of the Central Idaho Wilderness"" ",Matthew Lyon,Thank you letter written to the Devlieg Foundation by Matthew Lyon,2012-10-15,Y,devlieg foundation; matthew lyon,,,,,b3-Fish-021,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-021.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-021_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-021_th.jpg
twrs820,,,b3-Fish-022.pdf,A Thank You to the DeVlieg Foundation and the Friends of Taylor Endowment,Larry Hendren,Thank you letter written to the DeVleig Foundation by Larry Hendren,1905-07-04,,devlieg foundation; larry hendren; rivernet project; salmon; rangeland ecology,,,,,b3-Fish-022,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-022.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-022_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-022_th.jpg
twrs821,,,b3-Fish-023.pdf,Spatial variation in juvenile Chinook habitat quality: is food limiting in a wilderness watershed?,Kara Cromwell,"Summary of Kara Cromwell's research titled ""Spatial variation in juvenile Chinook habitat quality: is food limiting in a wilderness watershed?"" which was designed to measure differences in growth, density, and survival of juvenile Chinook in multiple sites. ",2007-06-22,Y,"chinook; salmon; steelhead; trout; big creek; kara cromwell; trevor johnson; dean holocek, brad rogers; brian kennedy ",,,,,b3-Fish-023,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-023.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-023_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-023_th.jpg
twrs822,,,b3-Fish-024.pdf,"Wild Trout IV: procedings of the symposium, yellowstone national park",G.W Minshall,Article about changes in wild trout habitat following forest fire pp. 111-119,1992-03-06,Y,wild trout; symposium; yellowstone,,,,,b3-Fish-024,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Fish-024.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-fish-024_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-fish-024_th.jpg
twrs823,,,b3-Mining-001.pdf,Fate and Effects of Cyanide from Gold and Silver Mining ,Robert D. Shuman; Chris S. Staley,Summary of recent literature on the applications of cyanide in the gold and silver mining industry. ,1985-09,,mining; eg&g Idaho inc.; leaching; gold; silver; oxidation; acidification; absorbtion; electrolytic; photolysis; volatilization; sorption; chemical speciation; bioaccumulation; biodegradation; cyanide,,,,,b3-Mining-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-Mining-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-mining-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-mining-001_th.jpg
twrs824,,,b3-TWRS_PositionReports-001.pdf,Memorandum: Resident Scientist/ Manager for Taylor Ranch Wilderness Field Station,John Hendee,Memorandum announcing two candidates for resdient scientists/ manager position at Taylor Ranch Field Station. ,1990-08-06,Y,"jeff yeo; greg hayward; department of fish and wildlife; college of forestry, wildlife and range sciences; caretaker position",,,,,b3-TWRS_PositionReports-001,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-TWRS_PositionReports-001.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-twrs_positionreports-001_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-twrs_positionreports-001_th.jpg
twrs825,,,b3-TWRS_PositionReports-002.pdf,Letter from Department of Fish and Wildlife and Range Sciences to Dr. Jeff Yeo,Jeff Yeo,Letter written to Dr. Jeff Yeo from Department of Fish and Wildlife and Range Sciences offering him resident scientist/ manager position at Taylor Ranch Wilderness Field Station. ,1990-08-06,Y,"jeff yeo; college of forestry and wildlife; college of forestry, wildlife and range sciences",,,,,b3-TWRS_PositionReports-002,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-TWRS_PositionReports-002.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-twrs_positionreports-002_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-twrs_positionreports-002_th.jpg
twrs826,,,b3-TWRS_PositionReports-003.pdf,Memorandum: Taylor Ranch Scientist/ Manager,John C. Hendee ,Memorandum announcing to Greg Hayward and Jeff Yeo that they have both been selected as finalists for Taylor Ranch Scientist/ Manager position. ,1990-07-16,Y,"jeff yeo; greg hayward; department of fish and wildlife; college of forestry, wildlife and range sciences",,,,,b3-TWRS_PositionReports-003,Educational use includes non-commercial use of text and images in materials for teaching and research purposes. ,http://rightsstatements.org/vocab/InC-EDU/1.0/,,,text,application/pdf,pdf,https://www.lib.uidaho.edu/digital/objects/twrs/b3-TWRS_PositionReports-003.pdf,https://www.lib.uidaho.edu/digital/objects/twrs/small/b3-twrs_positionreports-003_sm.jpg,https://www.lib.uidaho.edu/digital/objects/twrs/thumbs/b3-twrs_positionreports-003_th.jpg
